LAT,LON,YEAR,DOY,PRECTOTCORR
32.5,-119.375,2023,182,0.0
32.5,-118.75,2023,182,0.0
32.5,-118.125,2023,182,0.0
32.5,-117.5,2023,182,0.0
32.5,-116.875,2023,182,0.0
32.5,-116.25,2023,182,0.0
32.5,-115.625,2023,182,0.0
32.5,-115.0,2023,182,0.0
32.5,-114.375,2023,182,0.0
33.0,-119.375,2023,182,0.0
33.0,-118.75,2023,182,0.0
33.0,-118.125,2023,182,0.0
33.0,-117.5,2023,182,0.0
33.0,-116.875,2023,182,0.0
33.0,-116.25,2023,182,0.0
33.0,-115.625,2023,182,0.0
33.0,-115.0,2023,182,0.0
33.0,-114.375,2023,182,0.0
33.5,-119.375,2023,182,0.0
33.5,-118.75,2023,182,0.0
33.5,-118.125,2023,182,0.0
33.5,-117.5,2023,182,0.0
33.5,-116.875,2023,182,0.0
33.5,-116.25,2023,182,0.0
33.5,-115.625,2023,182,0.0
33.5,-115.0,2023,182,0.0
33.5,-114.375,2023,182,0.0
34.0,-119.375,2023,182,0.0
34.0,-118.75,2023,182,0.0
34.0,-118.125,2023,182,0.0
34.0,-117.5,2023,182,0.0
34.0,-116.875,2023,182,0.0
34.0,-116.25,2023,182,0.0
34.0,-115.625,2023,182,0.0
34.0,-115.0,2023,182,0.0
34.0,-114.375,2023,182,0.0
34.5,-119.375,2023,182,0.0
34.5,-118.75,2023,182,0.0
34.5,-118.125,2023,182,0.0
34.5,-117.5,2023,182,0.0
34.5,-116.875,2023,182,0.0
34.5,-116.25,2023,182,0.0
34.5,-115.625,2023,182,0.0
34.5,-115.0,2023,182,0.0
34.5,-114.375,2023,182,0.0
35.0,-119.375,2023,182,0.0
35.0,-118.75,2023,182,0.0
35.0,-118.125,2023,182,0.0
35.0,-117.5,2023,182,0.0
35.0,-116.875,2023,182,0.0
35.0,-116.25,2023,182,0.0
35.0,-115.625,2023,182,0.0
35.0,-115.0,2023,182,0.0
35.0,-114.375,2023,182,0.0
35.5,-119.375,2023,182,0.0
35.5,-118.75,2023,182,0.0
35.5,-118.125,2023,182,0.0
35.5,-117.5,2023,182,0.0
35.5,-116.875,2023,182,0.0
35.5,-116.25,2023,182,0.0
35.5,-115.625,2023,182,0.0
